,success,method,level,cost,exploredNodes,frontierNodes,runtime
235,True,astar(combined),level3.txt,10,76,20,0.0025196075439453125
236,True,astar(combined),level3.txt,10,76,20,0.002039194107055664
237,True,astar(combined),level3.txt,10,76,20,0.0019998550415039062
238,True,astar(combined),level3.txt,10,76,20,0.0010023117065429688
239,True,astar(combined),level3.txt,10,76,20,0.0009999275207519531
280,True,greedy(manhattan),level4.txt,64,967,134,0.01732611656188965
281,True,greedy(manhattan),level4.txt,64,967,134,0.017713308334350586
282,True,greedy(manhattan),level4.txt,64,967,134,0.18442249298095703
283,True,greedy(manhattan),level4.txt,64,967,134,0.01712346076965332
284,True,greedy(manhattan),level4.txt,64,967,134,0.017045259475708008
285,True,greedy(manhattan),level4.txt,64,967,134,0.01651906967163086
286,True,greedy(manhattan),level4.txt,64,967,134,0.018621206283569336
287,True,greedy(manhattan),level4.txt,64,967,134,0.023107528686523438
288,True,greedy(manhattan),level4.txt,64,967,134,0.019027233123779297
289,True,greedy(manhattan),level4.txt,64,967,134,0.017531871795654297
290,True,greedy(combined),level4.txt,74,805,84,0.02004551887512207
291,True,greedy(combined),level4.txt,74,805,84,0.018048763275146484
292,True,greedy(combined),level4.txt,74,805,84,0.02116847038269043
293,True,greedy(combined),level4.txt,74,805,84,0.01945328712463379
294,True,greedy(combined),level4.txt,74,805,84,0.02033829689025879
295,True,greedy(combined),level4.txt,74,805,84,0.017507076263427734
296,True,greedy(combined),level4.txt,74,805,84,0.018469810485839844
297,True,greedy(combined),level4.txt,74,805,84,0.02151179313659668
298,True,greedy(combined),level4.txt,74,805,84,0.019028186798095703
299,True,greedy(combined),level4.txt,74,805,84,0.02003026008605957
300,True,astar(manhattan),level4.txt,60,54585,1521,12.119035720825195
301,True,astar(manhattan),level4.txt,60,54585,1521,12.40723991394043
302,True,astar(manhattan),level4.txt,60,54585,1521,13.215969562530518
303,True,astar(manhattan),level4.txt,60,54585,1521,14.104134798049927
304,True,astar(manhattan),level4.txt,60,54585,1521,14.233015060424805
305,True,astar(manhattan),level4.txt,60,54585,1521,12.794435977935791
306,True,astar(manhattan),level4.txt,60,54585,1521,14.875614881515503
307,True,astar(manhattan),level4.txt,60,54585,1521,12.413514614105225
308,True,astar(manhattan),level4.txt,60,54585,1521,12.345483303070068
309,True,astar(manhattan),level4.txt,60,54585,1521,10.894111394882202
310,True,astar(combined),level4.txt,60,49674,1833,12.442380666732788
311,True,astar(combined),level4.txt,60,49674,1833,11.403780698776245
312,True,astar(combined),level4.txt,60,49674,1833,11.85538935661316
313,True,astar(combined),level4.txt,60,49674,1833,10.898581504821777
314,True,astar(combined),level4.txt,60,49674,1833,10.692871809005737
315,True,astar(combined),level4.txt,60,49674,1833,15.827697515487671
316,True,astar(combined),level4.txt,60,49674,1833,16.497466802597046
317,True,astar(combined),level4.txt,60,49674,1833,16.54310703277588
318,True,astar(combined),level4.txt,60,49674,1833,12.015953540802002
319,True,astar(combined),level4.txt,60,49674,1833,11.081838607788086
360,False,greedy(manhattan),level5.txt,0,17,0,0.0
361,False,greedy(manhattan),level5.txt,0,17,0,0.001007080078125
362,False,greedy(manhattan),level5.txt,0,17,0,0.0
363,False,greedy(manhattan),level5.txt,0,17,0,0.0
364,False,greedy(manhattan),level5.txt,0,17,0,0.0
365,False,greedy(manhattan),level5.txt,0,17,0,0.0
366,False,greedy(manhattan),level5.txt,0,17,0,0.0010006427764892578
367,False,greedy(manhattan),level5.txt,0,17,0,0.001001119613647461
368,False,greedy(manhattan),level5.txt,0,17,0,0.0
369,False,greedy(manhattan),level5.txt,0,17,0,0.0
370,False,greedy(combined),level5.txt,0,17,0,0.0009992122650146484
371,False,greedy(combined),level5.txt,0,17,0,0.0
372,False,greedy(combined),level5.txt,0,17,0,0.0015895366668701172
373,False,greedy(combined),level5.txt,0,17,0,0.0
374,False,greedy(combined),level5.txt,0,17,0,0.0
375,False,greedy(combined),level5.txt,0,17,0,0.00099945068359375
376,False,greedy(combined),level5.txt,0,17,0,0.0010075569152832031
377,False,greedy(combined),level5.txt,0,17,0,0.0
378,False,greedy(combined),level5.txt,0,17,0,0.0
379,False,greedy(combined),level5.txt,0,17,0,0.0010006427764892578
380,False,astar(manhattan),level5.txt,0,17,0,0.0
381,False,astar(manhattan),level5.txt,0,17,0,0.0
382,False,astar(manhattan),level5.txt,0,17,0,0.0
383,False,astar(manhattan),level5.txt,0,17,0,0.0
384,False,astar(manhattan),level5.txt,0,17,0,0.0
385,False,astar(manhattan),level5.txt,0,17,0,0.0
386,False,astar(manhattan),level5.txt,0,17,0,0.0
387,False,astar(manhattan),level5.txt,0,17,0,0.0005071163177490234
388,False,astar(manhattan),level5.txt,0,17,0,0.0
389,False,astar(manhattan),level5.txt,0,17,0,0.0
390,False,astar(combined),level5.txt,0,17,0,0.0010080337524414062
391,False,astar(combined),level5.txt,0,17,0,0.0
392,False,astar(combined),level5.txt,0,17,0,0.0
393,False,astar(combined),level5.txt,0,17,0,0.0
394,False,astar(combined),level5.txt,0,17,0,0.0
395,False,astar(combined),level5.txt,0,17,0,0.0009987354278564453
396,False,astar(combined),level5.txt,0,17,0,0.0010018348693847656
397,False,astar(combined),level5.txt,0,17,0,0.000997304916381836
398,False,astar(combined),level5.txt,0,17,0,0.0
399,False,astar(combined),level5.txt,0,17,0,0.0015096664428710938
